Building Code,Bldg/Room,Room Type,Capacity,Adjoining Rooms,Room Key,Outside Key
BURT,BURT*217A,"Triple, 2 Room",3,,R7C41,
BURT,BURT*230A,"Triple, 2 Room",3,,R7C28,
BURT,BURT*235A,"Triple, 2 Room",3,,R7C90,
BURT,BURT*301A,"Triple, 2 Room",3,,R7C54,
BURT,BURT*302A,"Triple, 2 Room",3,,R7C55,
BURT,BURT*311A,"Triple, 2 Room",3,,R7C62,
BURT,BURT*330A,"Triple, 2 Room",3,,R7C77,
BURT,BURT*339,Triple,3,,R7C125,
BURT,BURT*413A,"Triple, 2 Room",3,,R7C126,
BURT,BURT*424A,"Triple, 2 Room",3,,R7C98,
DAVI,DAVI*112,Triple in a Quad,3,DAVI*111,R7E34,
DAVI,DAVI*116A,"Triple, 2 Room",3,,R7E18,
DAVI,DAVI*212,Triple in a Quint,3,DAVI*211,R7E45,
DAVI,DAVI*216A,"Triple, 2 Room",3,,R7E21,
DOUG,DOUG*101,Triple,3,,R7AF2,O7AF6
EVAN,EVAN*018,Triple,3,,,
EVAN,EVAN*019,Triple,3,,,
EVAN,EVAN*021,Triple,3,,,
EVAN,EVAN*106,Triple,3,,,
EVAN,EVAN*108,Triple,3,,,
EVAN,EVAN*109,Triple,3,,,
EVAN,EVAN*119,Triple,3,,,
EVAN,EVAN*120,Triple,3,,,
EVAN,EVAN*122,Triple,3,,,
EVAN,EVAN*200,"Triple, 2 Room",3,,,
EVAN,EVAN*203,Triple,3,,,
EVAN,EVAN*204,Triple,3,,,
EVAN,EVAN*207,Triple,3,,,
EVAN,EVAN*216,Triple,3,,,
EVAN,EVAN*300,Triple,3,,,
EVAN,EVAN*303,Triple,3,,,
EVAN,EVAN*304,Triple,3,,,
EVAN,EVAN*307,Triple,3,,,
EVAN,EVAN*316,"Triple, 2 Room",3,,,
EVAN,EVAN*400,Triple,3,,,
EVAN,EVAN*403,Triple,3,,,
EVAN,EVAN*413,Triple,3,,,
EVAN,EVAN*415,Triple,3,,,
FACL,FACL*012A,Triple in a Sextet,3,FACL*012B,R7AY5,O7AY20
FACL,FACL*012B,Triple in a Sextet,3,FACL*012A,R7AY3,O7AY20
FARM,FARM*101,Triple,3,,R7AG11,O7AG1
HUNT,HUNT*205,Triple,3,,R7AN12,O7AN15
JEWE,JEWE*301,Triple,3,,R7AZ12,O7AZ1
NOUR,NOUR*100,Triple,3,,R7L11,
NOUR,NOUR*101A,"Triple, 2 Room",3,,R7L12,
NOUR,NOUR*200,Triple,3,,R7L23,
NOUR,NOUR*201A,"Triple, 2 Room",3,,R7L24,
NOUR,NOUR*203A,"Triple, 2 Room",3,,R7L75,
NOUR,NOUR*208A,"Triple, 2 Room",3,,R7L29,
NOUR,NOUR*216,Triple,3,,R7L74,
NOUR,NOUR*217,Triple,3,,R7L69,
NOUR,NOUR*300,Triple,3,,R7L37,
NOUR,NOUR*301A,"Triple, 2 Room",3,,R7L38,
NOUR,NOUR*303A,"Triple, 2 Room",3,,R7L43,
NOUR,NOUR*308A,"Triple, 2 Room",3,,R7L76,
NOUR,NOUR*316,Triple,3,,R7L50,
NOUR,NOUR*317,Triple,3,,R7L51,
PRSH,PRSH*203A,"Triple, 2 Room",3,,R7AQ1,
PRSH,PRSH*210A,"Triple, 2 Room",3,,R7AQ31,
PRSH,PRSH*216A,"Triple, 2 Room",3,,R7AQ15,
PRSH,PRSH*313,Triple,3,,R7AQ17,
RICE,RICE*204A,"Triple, 2 Room",3,,R7AU8,O7AU1
SEVY,SEVY*403A,Triple in a Quad,3,SEVY*403B,R7M47,O7M46
WATS,WATS*116,Triple,3,,R7N151,
EVAN,EVAN*005,Quad,4,,,
EVAN,EVAN*010,Quad in a Sextet,4,EVAN*011,,
EVAN,EVAN*017,Quad,4,,,
EVAN,EVAN*111,Quad,4,,,
EVAN,EVAN*211,Quad,4,,,
EVAN,EVAN*213,Quad,4,,,
EVAN,EVAN*214,Quad,4,,,
EVAN,EVAN*311,Quad,4,,,
EVAN,EVAN*313,Quad,4,,,
EVAN,EVAN*314,Quad,4,,,
EVAN,EVAN*412,Quad,4,,,
RICE,RICE*203A,"Quad, 2 Room",4,,R7AU2,O7AU1
